trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
458,False,"{'a': 0.02, 'e': 0.9476735000000002}",25,0,-65.77236024075106,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
459,False,"{'a': 0.02, 'e': 0.9474445000000001}",25,0,-196.16038418065264,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
460,False,"{'a': 0.02, 'e': 0.9472150000000001}",20,0,-63.5867771434036,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
461,False,"{'a': 0.02, 'e': 0.9469850000000002}",35,0,-163.7499172015033,"{0: 25, 1: 2, 2: 4, 3: 1, 4: 3}",0
462,False,"{'a': 0.02, 'e': 0.9467545000000002}",25,0,-83.36542250654459,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
463,False,"{'a': 0.02, 'e': 0.9465235000000002}",20,0,-44.544743062419705,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
464,False,"{'a': 0.02, 'e': 0.9462920000000001}",20,0,-105.56826547771925,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
465,False,"{'a': 0.02, 'e': 0.9460600000000001}",30,0,-149.4598766703274,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
466,False,"{'a': 0.02, 'e': 0.9458275000000002}",25,0,-50.58248733901128,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
467,False,"{'a': 0.02, 'e': 0.9455945000000001}",25,0,-55.634589398082056,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
468,False,"{'a': 0.02, 'e': 0.9453610000000001}",20,0,-147.76578714049404,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
469,False,"{'a': 0.02, 'e': 0.9451270000000002}",30,4,-147.1798686822959,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 2}",1
470,False,"{'a': 0.02, 'e': 0.9448925000000001}",20,0,-78.87025520574863,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
471,False,"{'a': 0.02, 'e': 0.9446575000000001}",20,5,-11.574335291645554,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
472,False,"{'a': 0.02, 'e': 0.9444220000000001}",30,0,-231.65118410357877,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 5}",0
473,False,"{'a': 0.02, 'e': 0.9441860000000001}",25,0,-127.33188104776104,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
474,False,"{'a': 0.02, 'e': 0.9439495000000001}",25,0,-95.02120301212533,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
475,False,"{'a': 0.02, 'e': 0.9437125000000001}",20,0,-142.81867658069532,"{0: 5, 1: 3, 2: 11, 3: 1, 4: 0}",0
476,False,"{'a': 0.02, 'e': 0.9434750000000001}",20,7,-71.29379761385755,"{0: 4, 1: 2, 2: 7, 3: 0, 4: 0}",1
477,False,"{'a': 0.02, 'e': 0.9432370000000001}",20,0,-130.90519874134458,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
478,False,"{'a': 0.02, 'e': 0.9429985000000001}",25,0,-172.84730514667342,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
479,False,"{'a': 0.02, 'e': 0.9427595000000001}",20,0,-56.68970471602879,"{0: 11, 1: 6, 2: 2, 3: 1, 4: 0}",0
480,False,"{'a': 0.02, 'e': 0.9425200000000001}",20,0,-77.67267007747434,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
481,False,"{'a': 0.02, 'e': 0.9422800000000001}",20,0,-99.2932956788199,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
482,False,"{'a': 0.02, 'e': 0.9420395000000001}",20,0,-33.937324485175886,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
483,False,"{'a': 0.02, 'e': 0.9417985000000001}",20,8,-62.617035446181525,"{0: 7, 1: 3, 2: 0, 3: 1, 4: 1}",1
484,False,"{'a': 0.02, 'e': 0.9415570000000001}",20,0,-32.90228099890676,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
485,False,"{'a': 0.02, 'e': 0.9413150000000001}",35,0,-207.28902756433453,"{0: 18, 1: 6, 2: 8, 3: 0, 4: 3}",0
486,False,"{'a': 0.02, 'e': 0.9410725000000001}",25,0,-103.05386398169408,"{0: 13, 1: 2, 2: 9, 3: 1, 4: 0}",0
487,False,"{'a': 0.02, 'e': 0.9408295000000001}",30,0,-233.13470642563368,"{0: 17, 1: 0, 2: 9, 3: 0, 4: 4}",0
488,False,"{'a': 0.02, 'e': 0.9405860000000001}",25,0,-135.3746401187809,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
489,False,"{'a': 0.02, 'e': 0.9403420000000001}",30,0,-35.51732268786458,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
490,False,"{'a': 0.02, 'e': 0.9400975000000001}",30,0,-124.49147274885591,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
491,False,"{'a': 0.02, 'e': 0.9398525000000001}",20,0,-48.70640559669071,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
492,False,"{'a': 0.02, 'e': 0.9396070000000001}",25,0,-126.72890347137366,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
493,False,"{'a': 0.02, 'e': 0.9393610000000001}",20,0,-75.46249220301364,"{0: 8, 1: 8, 2: 4, 3: 0, 4: 0}",0
494,False,"{'a': 0.02, 'e': 0.9391145000000001}",25,0,-179.86467972630476,"{0: 10, 1: 5, 2: 7, 3: 1, 4: 2}",0
495,False,"{'a': 0.02, 'e': 0.9388675000000001}",30,0,-97.66655633371312,"{0: 19, 1: 2, 2: 7, 3: 2, 4: 0}",0
496,False,"{'a': 0.02, 'e': 0.9386200000000001}",30,0,-108.95714714244663,"{0: 19, 1: 0, 2: 9, 3: 2, 4: 0}",0
497,False,"{'a': 0.02, 'e': 0.9383720000000001}",30,0,-265.9213859501921,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 5}",0
498,False,"{'a': 0.02, 'e': 0.9381235000000001}",30,0,-124.88737027889812,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
499,False,"{'a': 0.02, 'e': 0.9378745}",25,0,-252.32226567350125,"{0: 10, 1: 3, 2: 5, 3: 4, 4: 3}",0
500,False,"{'a': 0.02, 'e': 0.937625}",20,0,-84.21496821108076,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
501,False,"{'a': 0.02, 'e': 0.9373750000000001}",25,0,-146.39919569506438,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
502,False,"{'a': 0.02, 'e': 0.9371245}",20,0,-77.06110747227082,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
503,False,"{'a': 0.02, 'e': 0.9368735}",30,0,-127.95410162500426,"{0: 17, 1: 2, 2: 9, 3: 2, 4: 0}",0
504,False,"{'a': 0.02, 'e': 0.9366220000000001}",35,0,-212.45121914601594,"{0: 20, 1: 7, 2: 4, 3: 0, 4: 4}",0
505,False,"{'a': 0.02, 'e': 0.93637}",35,10,-195.39245469240052,"{0: 12, 1: 3, 2: 2, 3: 7, 4: 1}",1
506,False,"{'a': 0.02, 'e': 0.9361175}",20,0,-105.90629257474923,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
507,False,"{'a': 0.02, 'e': 0.9358645000000001}",20,0,-61.7753743396537,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
508,False,"{'a': 0.02, 'e': 0.9356110000000001}",20,0,-94.28644217039889,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
509,False,"{'a': 0.02, 'e': 0.9353570000000001}",30,0,-179.35769790890646,"{0: 17, 1: 4, 2: 6, 3: 0, 4: 3}",0
510,False,"{'a': 0.02, 'e': 0.9351025000000001}",20,0,-134.2060191254296,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
511,False,"{'a': 0.02, 'e': 0.9348475}",25,0,-54.884863411970315,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
512,False,"{'a': 0.02, 'e': 0.9345920000000001}",20,11,3.274521122615911,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.02, 'e': 0.934336}",25,0,-149.6291530282758,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
514,False,"{'a': 0.02, 'e': 0.9340795000000001}",20,0,-137.23130344309413,"{0: 8, 1: 6, 2: 4, 3: 0, 4: 2}",0
515,False,"{'a': 0.02, 'e': 0.9338225000000001}",30,0,-152.10282653007937,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
516,False,"{'a': 0.02, 'e': 0.9335650000000001}",20,0,-48.24545339555602,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
517,False,"{'a': 0.02, 'e': 0.9333070000000001}",25,0,-99.81271729647993,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
518,False,"{'a': 0.02, 'e': 0.9330485000000001}",20,0,-127.48839270558481,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
519,False,"{'a': 0.02, 'e': 0.9327895}",25,0,-169.97717828466682,"{0: 11, 1: 4, 2: 8, 3: 0, 4: 2}",0
520,False,"{'a': 0.02, 'e': 0.9325300000000001}",20,2,-9.805407824345505,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 0}",1
521,False,"{'a': 0.02, 'e': 0.93227}",30,0,-158.17932333195796,"{0: 20, 1: 0, 2: 6, 3: 2, 4: 2}",0
522,False,"{'a': 0.02, 'e': 0.9320095}",20,0,-101.85027512913464,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
523,False,"{'a': 0.02, 'e': 0.9317485000000001}",25,17,-22.431371744613866,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
524,False,"{'a': 0.02, 'e': 0.9314870000000001}",25,0,-134.08657581474634,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
525,False,"{'a': 0.02, 'e': 0.9312250000000001}",30,0,-96.12668353101111,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
526,False,"{'a': 0.02, 'e': 0.9309625}",20,0,-61.46846211991758,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
527,False,"{'a': 0.02, 'e': 0.9306995}",30,14,-42.602794584921256,"{0: 8, 1: 4, 2: 4, 3: 0, 4: 0}",1
528,False,"{'a': 0.02, 'e': 0.930436}",30,0,-193.2451014434481,"{0: 17, 1: 4, 2: 4, 3: 2, 4: 3}",0
529,False,"{'a': 0.02, 'e': 0.930172}",20,0,-51.065107902392995,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
530,False,"{'a': 0.02, 'e': 0.9299075}",20,6,-41.844196371333815,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
531,False,"{'a': 0.02, 'e': 0.9296425}",20,0,-77.74360244777904,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
532,False,"{'a': 0.02, 'e': 0.929377}",30,0,-174.2179467961436,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
533,False,"{'a': 0.02, 'e': 0.929111}",25,0,-110.4104272249261,"{0: 17, 1: 2, 2: 2, 3: 3, 4: 1}",0
534,False,"{'a': 0.02, 'e': 0.9288445000000001}",20,0,-193.31014068030987,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 4}",0
535,False,"{'a': 0.02, 'e': 0.9285775000000001}",20,0,-96.55410226316,"{0: 8, 1: 8, 2: 3, 3: 0, 4: 1}",0
536,False,"{'a': 0.02, 'e': 0.9283100000000001}",20,0,-43.903302035639186,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
537,False,"{'a': 0.02, 'e': 0.928042}",30,0,-113.0075118840387,"{0: 18, 1: 6, 2: 4, 3: 1, 4: 1}",0
538,False,"{'a': 0.02, 'e': 0.9277735}",30,0,-141.13632811667205,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",1
539,False,"{'a': 0.02, 'e': 0.9275045000000001}",25,0,-212.77751864063066,"{0: 11, 1: 3, 2: 7, 3: 1, 4: 3}",0
540,False,"{'a': 0.02, 'e': 0.927235}",25,9,-53.46720007365065,"{0: 7, 1: 4, 2: 5, 3: 0, 4: 0}",1
541,False,"{'a': 0.02, 'e': 0.926965}",20,0,-71.53357626370082,"{0: 13, 1: 5, 2: 0, 3: 1, 4: 1}",0
542,False,"{'a': 0.02, 'e': 0.9266945000000001}",25,0,-49.59418771323294,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
543,False,"{'a': 0.02, 'e': 0.9264235000000001}",30,0,-85.8622587467072,"{0: 19, 1: 4, 2: 5, 3: 2, 4: 0}",0
544,False,"{'a': 0.02, 'e': 0.9261520000000001}",20,0,-160.75792576334564,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
545,False,"{'a': 0.02, 'e': 0.92588}",25,0,-233.5412033037331,"{0: 11, 1: 1, 2: 8, 3: 2, 4: 3}",0
546,False,"{'a': 0.02, 'e': 0.9256075}",25,0,-57.14366808985198,"{0: 14, 1: 6, 2: 5, 3: 0, 4: 0}",0
547,False,"{'a': 0.02, 'e': 0.9253345000000001}",25,0,-102.59997851219701,"{0: 15, 1: 6, 2: 1, 3: 2, 4: 1}",0
548,False,"{'a': 0.02, 'e': 0.925061}",20,4,-23.688955938347128,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
549,False,"{'a': 0.02, 'e': 0.924787}",25,0,-169.0583807759603,"{0: 12, 1: 2, 2: 9, 3: 0, 4: 2}",0
550,False,"{'a': 0.02, 'e': 0.9245125000000001}",25,14,-11.90861506048403,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
551,False,"{'a': 0.02, 'e': 0.9242375}",20,0,-92.4271346029702,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
552,False,"{'a': 0.02, 'e': 0.9239620000000001}",20,0,-88.89788527281252,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
553,False,"{'a': 0.02, 'e': 0.923686}",20,0,-88.61650186228667,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
554,False,"{'a': 0.02, 'e': 0.9234095}",25,0,-104.43617099586051,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
555,False,"{'a': 0.02, 'e': 0.9231325}",30,0,-178.9274112241651,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
556,False,"{'a': 0.02, 'e': 0.922855}",35,0,-116.83852394527192,"{0: 24, 1: 5, 2: 4, 3: 0, 4: 2}",0
557,False,"{'a': 0.02, 'e': 0.922577}",25,0,-163.5633142856326,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
558,False,"{'a': 0.02, 'e': 0.9222985}",25,0,-203.8501688335143,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
559,False,"{'a': 0.02, 'e': 0.9220195}",20,0,-153.574889187931,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",0
560,False,"{'a': 0.02, 'e': 0.92174}",20,6,-76.33058329400532,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
561,False,"{'a': 0.02, 'e': 0.9214600000000001}",30,0,-67.46104155482844,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
562,False,"{'a': 0.02, 'e': 0.9211795}",25,0,-99.91472734188103,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
563,False,"{'a': 0.02, 'e': 0.9208985000000001}",20,0,-93.65475021436535,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
564,False,"{'a': 0.02, 'e': 0.920617}",20,6,-107.0962007477768,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 2}",1
565,False,"{'a': 0.02, 'e': 0.920335}",30,0,-195.84337688225958,"{0: 16, 1: 4, 2: 6, 3: 1, 4: 3}",0
566,False,"{'a': 0.02, 'e': 0.9200525}",20,0,-40.11506734087189,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
567,False,"{'a': 0.02, 'e': 0.9197695}",30,9,-77.57554518125455,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 1}",1
568,False,"{'a': 0.02, 'e': 0.919486}",30,0,-219.53165802322854,"{0: 17, 1: 1, 2: 8, 3: 0, 4: 4}",0
569,False,"{'a': 0.02, 'e': 0.9192020000000001}",20,0,-58.93808051937938,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
570,False,"{'a': 0.02, 'e': 0.9189175}",20,0,-20.42170118575202,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
571,False,"{'a': 0.02, 'e': 0.9186325000000001}",35,0,-150.81204287229824,"{0: 19, 1: 4, 2: 11, 3: 0, 4: 1}",0
572,False,"{'a': 0.02, 'e': 0.918347}",20,0,-128.85770693318872,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
573,False,"{'a': 0.02, 'e': 0.918061}",20,10,-72.98684286051213,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 1}",1
574,False,"{'a': 0.02, 'e': 0.9177745}",25,0,-160.6238018052886,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
575,False,"{'a': 0.02, 'e': 0.9174875}",25,6,-70.34541158007788,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 1}",1
576,False,"{'a': 0.02, 'e': 0.9172}",25,0,-92.91822992383507,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
577,False,"{'a': 0.02, 'e': 0.9169120000000001}",20,0,-34.02863137781003,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
578,False,"{'a': 0.02, 'e': 0.9166235}",20,0,-107.45293103178018,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
579,False,"{'a': 0.02, 'e': 0.9163345}",25,0,-139.4652917019611,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
580,False,"{'a': 0.02, 'e': 0.916045}",30,0,-150.28767129489503,"{0: 16, 1: 6, 2: 4, 3: 3, 4: 1}",0
581,False,"{'a': 0.02, 'e': 0.915755}",20,0,-144.4591092152923,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
582,False,"{'a': 0.02, 'e': 0.9154645}",30,15,-45.96817734004888,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 0}",1
583,False,"{'a': 0.02, 'e': 0.9151735}",30,0,-55.336045650218026,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
584,False,"{'a': 0.02, 'e': 0.914882}",25,0,-193.42967330944163,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
585,False,"{'a': 0.02, 'e': 0.91459}",20,0,-35.946654365399475,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
586,False,"{'a': 0.02, 'e': 0.9142975}",25,10,-150.7944336407067,"{0: 7, 1: 4, 2: 0, 3: 1, 4: 3}",1
587,False,"{'a': 0.02, 'e': 0.9140045}",20,0,-28.095101939067245,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
588,False,"{'a': 0.02, 'e': 0.913711}",20,0,-201.73502249391694,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 4}",0
589,False,"{'a': 0.02, 'e': 0.913417}",20,0,-33.67712021361156,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
590,False,"{'a': 0.02, 'e': 0.9131225000000001}",25,0,-69.41636483753007,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
591,False,"{'a': 0.02, 'e': 0.9128275}",25,0,-100.83050834037714,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
592,False,"{'a': 0.02, 'e': 0.912532}",35,0,-215.12151142264005,"{0: 18, 1: 3, 2: 10, 3: 2, 4: 2}",0
593,False,"{'a': 0.02, 'e': 0.912236}",20,6,-32.01164017512626,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
594,False,"{'a': 0.02, 'e': 0.9119395}",30,0,-103.26292733652846,"{0: 15, 1: 8, 2: 6, 3: 1, 4: 0}",0
595,False,"{'a': 0.02, 'e': 0.9116425}",25,6,-64.94462776002936,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
596,False,"{'a': 0.02, 'e': 0.9113450000000001}",20,9,-79.27303687386363,"{0: 5, 1: 1, 2: 4, 3: 0, 4: 1}",1
597,False,"{'a': 0.02, 'e': 0.911047}",20,0,-66.97736912399775,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
598,False,"{'a': 0.02, 'e': 0.9107485000000001}",20,16,7.456728833903858,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.02, 'e': 0.9104495}",20,0,-113.61459041419693,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
600,False,"{'a': 0.02, 'e': 0.91015}",20,0,-84.62994219365511,"{0: 10, 1: 5, 2: 3, 3: 2, 4: 0}",0
601,False,"{'a': 0.02, 'e': 0.90985}",20,0,-38.170870926780694,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
602,False,"{'a': 0.02, 'e': 0.9095495}",25,0,-35.78746650832962,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
603,False,"{'a': 0.02, 'e': 0.9092485}",20,0,-96.12933010852512,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
604,False,"{'a': 0.02, 'e': 0.9089470000000001}",20,0,-29.4841293779151,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
605,False,"{'a': 0.02, 'e': 0.908645}",20,0,-79.92324271128699,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
606,False,"{'a': 0.02, 'e': 0.9083425}",25,0,-90.95391906288404,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
607,False,"{'a': 0.02, 'e': 0.9080395}",20,0,-115.22844964635918,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
608,False,"{'a': 0.02, 'e': 0.907736}",25,0,-207.6031966928101,"{0: 12, 1: 3, 2: 5, 3: 2, 4: 3}",0
609,False,"{'a': 0.02, 'e': 0.907432}",25,0,-85.9764425188188,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
610,False,"{'a': 0.02, 'e': 0.9071275}",20,0,-83.5587271479353,"{0: 9, 1: 6, 2: 4, 3: 1, 4: 0}",0
611,False,"{'a': 0.02, 'e': 0.9068225}",25,0,-116.47865046343615,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
612,False,"{'a': 0.02, 'e': 0.906517}",30,18,-39.9665421360784,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
613,False,"{'a': 0.02, 'e': 0.906211}",20,0,-24.347037559285805,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
614,False,"{'a': 0.02, 'e': 0.9059045}",20,10,-92.19688661844998,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 2}",1
615,False,"{'a': 0.02, 'e': 0.9055975}",20,9,-18.51070207180034,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
616,False,"{'a': 0.02, 'e': 0.90529}",25,0,-139.61339773538464,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
617,False,"{'a': 0.02, 'e': 0.9049820000000001}",25,0,-78.84359425314489,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
618,False,"{'a': 0.02, 'e': 0.9046735}",25,0,-115.50086707231023,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
619,False,"{'a': 0.02, 'e': 0.9043645}",20,0,-36.29270208918514,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
620,False,"{'a': 0.02, 'e': 0.904055}",30,0,-174.37440431573057,"{0: 10, 1: 11, 2: 8, 3: 0, 4: 1}",0
621,False,"{'a': 0.02, 'e': 0.903745}",30,9,-38.78168622472134,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 0}",1
622,False,"{'a': 0.02, 'e': 0.9034345}",20,1,-49.67858745771443,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 0}",1
623,False,"{'a': 0.02, 'e': 0.9031235000000001}",30,4,-91.11645436531117,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 1}",1
624,False,"{'a': 0.02, 'e': 0.9028120000000001}",25,0,-179.0489473965703,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
625,False,"{'a': 0.02, 'e': 0.9025000000000001}",25,11,-115.27635183916104,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 3}",1
626,False,"{'a': 0.02, 'e': 0.9021875}",20,0,-21.585870937882717,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
627,False,"{'a': 0.02, 'e': 0.9018745}",20,0,-45.273865501710034,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
628,False,"{'a': 0.02, 'e': 0.9015610000000001}",25,0,-98.93806879326152,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
629,False,"{'a': 0.02, 'e': 0.901247}",20,8,-31.291467642546237,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
630,False,"{'a': 0.02, 'e': 0.9009325}",20,0,-5.721714216336936,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
631,False,"{'a': 0.02, 'e': 0.9006175000000001}",20,5,-84.60812714878827,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 1}",1
632,False,"{'a': 0.02, 'e': 0.900302}",30,4,-119.33507726484143,"{0: 17, 1: 2, 2: 3, 3: 3, 4: 1}",1
633,False,"{'a': 0.02, 'e': 0.8999860000000001}",25,11,-34.5841866330591,"{0: 9, 1: 3, 2: 1, 3: 1, 4: 0}",1
634,False,"{'a': 0.02, 'e': 0.8996695}",20,0,-99.67565744604804,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
635,False,"{'a': 0.02, 'e': 0.8993525}",30,0,-197.89934594150236,"{0: 15, 1: 3, 2: 8, 3: 2, 4: 2}",0
636,False,"{'a': 0.02, 'e': 0.899035}",20,0,-27.286907648462282,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
637,False,"{'a': 0.02, 'e': 0.898717}",20,0,-92.67291376882396,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
638,False,"{'a': 0.02, 'e': 0.8983985}",20,0,-106.22402660710864,"{0: 11, 1: 2, 2: 3, 3: 4, 4: 0}",0
639,False,"{'a': 0.02, 'e': 0.8980795}",25,0,-122.27040084287148,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
640,False,"{'a': 0.02, 'e': 0.89776}",20,0,-137.1170241650767,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 1}",0
641,False,"{'a': 0.02, 'e': 0.89744}",20,0,-46.90414047361237,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
642,False,"{'a': 0.02, 'e': 0.8971195000000001}",20,0,-70.94082101467559,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
643,False,"{'a': 0.02, 'e': 0.8967985}",20,0,-102.27924758032404,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
644,False,"{'a': 0.02, 'e': 0.8964770000000001}",30,0,-90.765149916506,"{0: 20, 1: 6, 2: 2, 3: 1, 4: 1}",0
645,False,"{'a': 0.02, 'e': 0.896155}",20,0,-77.82507058920426,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
