trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.02, 'e': 1.0}",20,0,-60.89667039165526,"{0: 12, 1: 5, 2: 1, 3: 2, 4: 0}",0
2,False,"{'a': 0.02, 'e': 0.9999995}",20,12,-25.40692683455146,"{0: 4, 1: 2, 2: 2, 3: 0, 4: 0}",1
3,False,"{'a': 0.02, 'e': 0.9999985}",25,0,-151.51592984199422,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
4,False,"{'a': 0.02, 'e': 0.999997}",25,0,-193.48611768988133,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",1
5,False,"{'a': 0.02, 'e': 0.9999950000000001}",35,1,-209.69156801332426,"{0: 18, 1: 6, 2: 6, 3: 1, 4: 3}",1
6,False,"{'a': 0.02, 'e': 0.9999925000000001}",20,0,-122.9342766338575,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
7,False,"{'a': 0.02, 'e': 0.9999895000000001}",25,0,-177.12628178568224,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
8,False,"{'a': 0.02, 'e': 0.999986}",20,0,-163.2220763496093,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
9,False,"{'a': 0.02, 'e': 0.999982}",25,0,-158.545392805914,"{0: 11, 1: 4, 2: 7, 3: 2, 4: 1}",0
10,False,"{'a': 0.02, 'e': 0.9999775000000001}",20,0,-63.932428820803345,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
11,False,"{'a': 0.02, 'e': 0.9999725}",20,0,-39.63360146694621,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
12,False,"{'a': 0.02, 'e': 0.999967}",20,0,-209.24082226219969,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
13,False,"{'a': 0.02, 'e': 0.9999610000000001}",30,0,-82.02152046570207,"{0: 19, 1: 3, 2: 7, 3: 1, 4: 0}",0
14,False,"{'a': 0.02, 'e': 0.9999545000000001}",25,18,-27.69084184395603,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
15,False,"{'a': 0.02, 'e': 0.9999475000000001}",20,0,-94.86121866701313,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
16,False,"{'a': 0.02, 'e': 0.99994}",25,0,-122.86514932511382,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
17,False,"{'a': 0.02, 'e': 0.999932}",30,0,-136.3458315069484,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
18,False,"{'a': 0.02, 'e': 0.9999235000000001}",35,0,-228.9462517612746,"{0: 20, 1: 4, 2: 7, 3: 0, 4: 4}",0
19,False,"{'a': 0.02, 'e': 0.9999145}",20,0,-28.696357925505072,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
20,False,"{'a': 0.02, 'e': 0.999905}",20,0,-166.65739657100497,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
21,False,"{'a': 0.02, 'e': 0.9998950000000001}",25,0,-88.01315403379145,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
22,False,"{'a': 0.02, 'e': 0.9998845000000001}",30,0,-158.17418314966483,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
23,False,"{'a': 0.02, 'e': 0.9998735000000001}",35,0,-232.22872893904625,"{0: 21, 1: 4, 2: 5, 3: 1, 4: 4}",0
24,False,"{'a': 0.02, 'e': 0.999862}",30,0,-262.1994082775832,"{0: 13, 1: 3, 2: 8, 3: 3, 4: 3}",0
25,False,"{'a': 0.02, 'e': 0.99985}",20,0,-168.87829134265948,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 3}",0
26,False,"{'a': 0.02, 'e': 0.9998375}",30,0,-87.3265614719506,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
27,False,"{'a': 0.02, 'e': 0.9998245}",30,0,-123.84861779804368,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
28,False,"{'a': 0.02, 'e': 0.999811}",20,0,-111.5279069902003,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
29,False,"{'a': 0.02, 'e': 0.999797}",25,0,-138.22639143967152,"{0: 10, 1: 4, 2: 9, 3: 2, 4: 0}",0
30,False,"{'a': 0.02, 'e': 0.9997825}",20,0,-85.33271187236721,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
31,False,"{'a': 0.02, 'e': 0.9997675}",20,0,-49.311290934942484,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
32,False,"{'a': 0.02, 'e': 0.9997520000000001}",30,9,-20.70220855481563,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 0}",1
33,False,"{'a': 0.02, 'e': 0.9997360000000001}",20,0,-96.33554546031334,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
34,False,"{'a': 0.02, 'e': 0.9997195000000001}",20,0,-80.46121545242436,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
35,False,"{'a': 0.02, 'e': 0.9997025}",25,0,-121.01828527871608,"{0: 11, 1: 6, 2: 6, 3: 2, 4: 0}",0
36,False,"{'a': 0.02, 'e': 0.999685}",20,0,-82.05888041365908,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
37,False,"{'a': 0.02, 'e': 0.9996670000000001}",20,0,-125.19451167338616,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
38,False,"{'a': 0.02, 'e': 0.9996485}",20,0,-183.55514910234618,"{0: 10, 1: 4, 2: 1, 3: 2, 4: 3}",0
39,False,"{'a': 0.02, 'e': 0.9996295000000001}",20,0,-66.96135424431971,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
40,False,"{'a': 0.02, 'e': 0.9996100000000001}",25,0,-137.0775325931885,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
41,False,"{'a': 0.02, 'e': 0.9995900000000001}",20,0,-141.77523704902995,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
42,False,"{'a': 0.02, 'e': 0.9995695000000001}",20,0,-152.24863666789227,"{0: 10, 1: 5, 2: 2, 3: 0, 4: 3}",0
43,False,"{'a': 0.02, 'e': 0.9995485000000001}",25,0,-211.33945624504622,"{0: 11, 1: 4, 2: 6, 3: 1, 4: 3}",0
44,False,"{'a': 0.02, 'e': 0.999527}",20,0,-149.25178782611002,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
45,False,"{'a': 0.02, 'e': 0.9995050000000001}",20,11,-18.77913893508117,"{0: 5, 1: 3, 2: 1, 3: 0, 4: 0}",1
46,False,"{'a': 0.02, 'e': 0.9994825}",25,0,-152.03198193300892,"{0: 12, 1: 1, 2: 10, 3: 1, 4: 1}",0
47,False,"{'a': 0.02, 'e': 0.9994595000000001}",25,0,-95.14048143070114,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
48,False,"{'a': 0.02, 'e': 0.9994360000000001}",30,0,-160.81244763822312,"{0: 16, 1: 4, 2: 8, 3: 0, 4: 2}",0
49,False,"{'a': 0.02, 'e': 0.9994120000000001}",35,0,-201.12834059197561,"{0: 18, 1: 3, 2: 9, 3: 4, 4: 1}",0
50,False,"{'a': 0.02, 'e': 0.9993875000000001}",25,0,-106.04345237737273,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
51,False,"{'a': 0.02, 'e': 0.9993625}",25,0,-133.62201863637608,"{0: 12, 1: 3, 2: 9, 3: 0, 4: 1}",0
52,False,"{'a': 0.02, 'e': 0.999337}",30,0,-97.90180891174647,"{0: 18, 1: 5, 2: 5, 3: 2, 4: 0}",0
53,False,"{'a': 0.02, 'e': 0.9993110000000001}",20,0,-61.911652950056045,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
54,False,"{'a': 0.02, 'e': 0.9992845}",20,0,-173.45730446516976,"{0: 9, 1: 5, 2: 2, 3: 1, 4: 3}",0
55,False,"{'a': 0.02, 'e': 0.9992575}",25,0,-244.84465087219473,"{0: 9, 1: 5, 2: 7, 3: 0, 4: 4}",0
56,False,"{'a': 0.02, 'e': 0.9992300000000001}",20,0,-77.80782755308739,"{0: 14, 1: 3, 2: 0, 3: 2, 4: 1}",0
57,False,"{'a': 0.02, 'e': 0.999202}",35,0,-231.86749732904207,"{0: 23, 1: 4, 2: 2, 3: 1, 4: 5}",0
58,False,"{'a': 0.02, 'e': 0.9991735}",20,0,-89.0094709097336,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
59,False,"{'a': 0.02, 'e': 0.9991445000000001}",20,0,-40.1960640302992,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
60,False,"{'a': 0.02, 'e': 0.9991150000000001}",25,0,-189.72782162080705,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
61,False,"{'a': 0.02, 'e': 0.9990850000000001}",20,0,-153.83839345047224,"{0: 7, 1: 3, 2: 8, 3: 1, 4: 1}",0
62,False,"{'a': 0.02, 'e': 0.9990545000000001}",25,0,-120.68308568871088,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
63,False,"{'a': 0.02, 'e': 0.9990235000000001}",20,0,-8.081667200310726,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
64,False,"{'a': 0.02, 'e': 0.9989920000000001}",25,0,-173.34755072898744,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 3}",0
65,False,"{'a': 0.02, 'e': 0.9989600000000001}",20,0,-57.996506494409765,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
66,False,"{'a': 0.02, 'e': 0.9989275000000001}",25,0,-119.93509274261395,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
67,False,"{'a': 0.02, 'e': 0.9988945000000001}",25,0,-83.03818946732585,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
68,False,"{'a': 0.02, 'e': 0.9988610000000001}",30,0,-141.2808483927513,"{0: 17, 1: 5, 2: 6, 3: 0, 4: 2}",0
69,False,"{'a': 0.02, 'e': 0.9988270000000001}",20,0,-69.02882882728282,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
70,False,"{'a': 0.02, 'e': 0.9987925000000001}",25,0,-161.1831829846338,"{0: 14, 1: 6, 2: 2, 3: 0, 4: 3}",0
71,False,"{'a': 0.02, 'e': 0.9987575000000001}",20,0,-154.62835067370466,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
72,False,"{'a': 0.02, 'e': 0.9987220000000001}",20,0,-116.67361273601614,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
73,False,"{'a': 0.02, 'e': 0.9986860000000001}",25,0,-94.23736915436048,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
74,False,"{'a': 0.02, 'e': 0.9986495000000001}",25,0,-165.29817276989846,"{0: 13, 1: 4, 2: 4, 3: 2, 4: 2}",0
75,False,"{'a': 0.02, 'e': 0.9986125000000001}",20,0,-120.3470817090805,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
76,False,"{'a': 0.02, 'e': 0.9985750000000001}",20,0,-64.81469438959955,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
77,False,"{'a': 0.02, 'e': 0.9985370000000001}",25,0,-53.3714824319588,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
78,False,"{'a': 0.02, 'e': 0.9984985000000001}",35,0,-200.40715347744913,"{0: 19, 1: 4, 2: 8, 3: 2, 4: 2}",0
79,False,"{'a': 0.02, 'e': 0.9984595}",20,0,-162.00387942759846,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
80,False,"{'a': 0.02, 'e': 0.9984200000000001}",20,6,-32.82609577752964,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
81,False,"{'a': 0.02, 'e': 0.99838}",30,0,-169.81757077792474,"{0: 14, 1: 4, 2: 9, 3: 2, 4: 1}",0
82,False,"{'a': 0.02, 'e': 0.9983395}",20,0,-132.06627430239976,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",0
83,False,"{'a': 0.02, 'e': 0.9982985000000001}",30,0,-120.531281304277,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
84,False,"{'a': 0.02, 'e': 0.9982570000000001}",20,0,-131.81963770233014,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
85,False,"{'a': 0.02, 'e': 0.9982150000000001}",20,11,13.591070113965007,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.02, 'e': 0.9981725000000001}",30,0,-103.25806538654741,"{0: 17, 1: 4, 2: 8, 3: 1, 4: 0}",0
87,False,"{'a': 0.02, 'e': 0.9981295000000001}",20,0,-140.23270582958463,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
88,False,"{'a': 0.02, 'e': 0.9980860000000001}",20,0,-104.85008742458218,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
89,False,"{'a': 0.02, 'e': 0.9980420000000001}",30,0,-150.89307106901651,"{0: 15, 1: 5, 2: 8, 3: 1, 4: 1}",0
90,False,"{'a': 0.02, 'e': 0.9979975000000001}",20,0,-154.4657512236385,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
91,False,"{'a': 0.02, 'e': 0.9979525000000001}",20,0,-37.960449767942364,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
92,False,"{'a': 0.02, 'e': 0.9979070000000001}",20,0,-26.79421338234134,"{0: 13, 1: 6, 2: 1, 3: 0, 4: 0}",0
93,False,"{'a': 0.02, 'e': 0.9978610000000001}",25,0,-194.88674568211354,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
94,False,"{'a': 0.02, 'e': 0.9978145000000002}",30,0,-182.21045271517045,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
95,False,"{'a': 0.02, 'e': 0.9977675000000001}",30,0,-232.4284274542693,"{0: 14, 1: 4, 2: 7, 3: 2, 4: 3}",0
96,False,"{'a': 0.02, 'e': 0.9977200000000002}",25,0,-65.69126892166011,"{0: 20, 1: 2, 2: 0, 3: 2, 4: 1}",0
97,False,"{'a': 0.02, 'e': 0.9976720000000001}",25,0,-93.47760501133915,"{0: 13, 1: 2, 2: 10, 3: 0, 4: 0}",0
98,False,"{'a': 0.02, 'e': 0.9976235000000001}",20,0,-62.89488882083358,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
99,False,"{'a': 0.02, 'e': 0.9975745000000001}",20,0,-168.31620316740987,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
100,False,"{'a': 0.02, 'e': 0.9975250000000001}",25,0,-257.5089638979058,"{0: 10, 1: 3, 2: 7, 3: 1, 4: 4}",0
101,False,"{'a': 0.02, 'e': 0.9974750000000001}",20,0,-111.41628625771321,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
102,False,"{'a': 0.02, 'e': 0.9974245000000002}",20,4,-59.3901325046311,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
103,False,"{'a': 0.02, 'e': 0.9973735000000001}",20,0,-127.25866261283218,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
104,False,"{'a': 0.02, 'e': 0.9973220000000002}",35,13,-49.37926936640696,"{0: 16, 1: 4, 2: 1, 3: 0, 4: 1}",1
105,False,"{'a': 0.02, 'e': 0.9972700000000001}",20,0,-187.921677616233,"{0: 7, 1: 6, 2: 4, 3: 0, 4: 3}",0
106,False,"{'a': 0.02, 'e': 0.9972175000000001}",25,0,-113.91852100392768,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
107,False,"{'a': 0.02, 'e': 0.9971645000000001}",25,0,-142.34877364078926,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
108,False,"{'a': 0.02, 'e': 0.9971110000000001}",20,0,-84.47102507189773,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
109,False,"{'a': 0.02, 'e': 0.9970570000000001}",25,0,-92.87551601696445,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 1}",0
110,False,"{'a': 0.02, 'e': 0.9970025000000001}",30,0,-190.9306862372265,"{0: 18, 1: 1, 2: 7, 3: 1, 4: 3}",0
111,False,"{'a': 0.02, 'e': 0.9969475000000001}",20,0,-82.43574827388525,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
112,False,"{'a': 0.02, 'e': 0.9968920000000001}",25,0,-208.50074676007017,"{0: 8, 1: 6, 2: 8, 3: 1, 4: 2}",0
113,False,"{'a': 0.02, 'e': 0.9968360000000002}",25,0,-184.04449433723101,"{0: 11, 1: 6, 2: 4, 3: 2, 4: 2}",0
114,False,"{'a': 0.02, 'e': 0.9967795000000002}",25,0,-154.4951927024631,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
115,False,"{'a': 0.02, 'e': 0.9967225000000002}",35,0,-71.33462862195506,"{0: 26, 1: 2, 2: 5, 3: 2, 4: 0}",0
116,False,"{'a': 0.02, 'e': 0.9966650000000001}",35,0,-275.487460385684,"{0: 19, 1: 4, 2: 7, 3: 0, 4: 5}",0
117,False,"{'a': 0.02, 'e': 0.9966070000000001}",30,0,-134.36567573442676,"{0: 17, 1: 1, 2: 11, 3: 0, 4: 1}",0
118,False,"{'a': 0.02, 'e': 0.9965485000000002}",30,0,-88.62095452546785,"{0: 19, 1: 4, 2: 5, 3: 2, 4: 0}",0
119,False,"{'a': 0.02, 'e': 0.9964895000000001}",20,0,-248.1720400111742,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 5}",0
120,False,"{'a': 0.02, 'e': 0.9964300000000001}",20,0,-142.9716912417676,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
121,False,"{'a': 0.02, 'e': 0.9963700000000002}",20,0,-162.64429102145792,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
122,False,"{'a': 0.02, 'e': 0.9963095000000002}",25,0,-96.67964873104921,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
123,False,"{'a': 0.02, 'e': 0.9962485000000002}",20,0,-43.31197602438117,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
124,False,"{'a': 0.02, 'e': 0.9961870000000002}",20,5,-90.91006085708769,"{0: 7, 1: 4, 2: 2, 3: 1, 4: 1}",1
125,False,"{'a': 0.02, 'e': 0.9961250000000001}",25,1,-88.49337458586918,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 1}",1
126,False,"{'a': 0.02, 'e': 0.9960625000000002}",25,0,-107.23503644470969,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
127,False,"{'a': 0.02, 'e': 0.9959995000000001}",20,0,-69.17982393676047,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
128,False,"{'a': 0.02, 'e': 0.9959360000000002}",30,0,-185.43673138903966,"{0: 17, 1: 4, 2: 4, 3: 3, 4: 2}",0
129,False,"{'a': 0.02, 'e': 0.9958720000000002}",35,0,-141.2709499592286,"{0: 24, 1: 4, 2: 3, 3: 2, 4: 2}",0
130,False,"{'a': 0.02, 'e': 0.9958075000000002}",20,0,-187.87981338853373,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
131,False,"{'a': 0.02, 'e': 0.9957425000000002}",20,0,-151.04473797941066,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",0
132,False,"{'a': 0.02, 'e': 0.9956770000000001}",20,0,-71.04013321133506,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
133,False,"{'a': 0.02, 'e': 0.9956110000000001}",20,0,-79.54056089087952,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
134,False,"{'a': 0.02, 'e': 0.9955445000000002}",25,0,-114.09590988004105,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
135,False,"{'a': 0.02, 'e': 0.9954775000000001}",30,0,-75.93590912667115,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
136,False,"{'a': 0.02, 'e': 0.9954100000000001}",30,0,-120.17236578538568,"{0: 18, 1: 2, 2: 9, 3: 0, 4: 1}",0
137,False,"{'a': 0.02, 'e': 0.9953420000000002}",25,6,-37.98696790311523,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
138,False,"{'a': 0.02, 'e': 0.9952735000000001}",25,0,-152.63629658221362,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
139,False,"{'a': 0.02, 'e': 0.9952045000000002}",30,0,-167.15120022885554,"{0: 17, 1: 5, 2: 4, 3: 2, 4: 2}",0
140,False,"{'a': 0.02, 'e': 0.9951350000000002}",30,0,-234.67690267976494,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 4}",0
141,False,"{'a': 0.02, 'e': 0.9950650000000002}",20,0,-145.13003636073046,"{0: 11, 1: 0, 2: 4, 3: 4, 4: 1}",0
142,False,"{'a': 0.02, 'e': 0.9949945000000002}",20,0,-114.72254475711769,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
143,False,"{'a': 0.02, 'e': 0.9949235000000002}",20,0,-110.03691157957911,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
144,False,"{'a': 0.02, 'e': 0.9948520000000002}",20,0,-117.5111556238386,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
